,InstanceType,IoOptimized,NetworkType,OSType,RegionId,hour,month,week,year,years-2,years-3,years-4,years-5
194,ecs.n1.large,optimized,classic,linux,cn-shanghai,1.35,388.0,108.64,3957.6,6518.4,6984.0,9312.0,11640.0
195,ecs.t5-lc1m1.small,optimized,vpc,windows,ap-southeast-5,0.109,55.1,16.23,522.0,835.2,939.6,1002.24,1044.0
196,ecs.mn4.small,optimized,vpc,windows,cn-shenzhen,0.513,155.0,43.4,1581.0,2604.0,2790.0,3720.0,4650.0
197,ecs.sn2ne.large,optimized,vpc,windows,cn-hangzhou,0.94,271.7,80.08,2574.0,4118.4,4633.2,4942.08,5148.0
198,ecs.mn4.2xlarge,optimized,vpc,linux,ap-northeast-1,3.559,1754.9,491.37,17899.98,35799.96,53699.94,71599.92,89499.9
199,ecs.hfg5.4xlarge,optimized,vpc,linux,cn-hangzhou,9.557,2751.2,810.88,26064.0,41702.4,46915.2,50042.88,52128.0
200,ecs.sn2ne.6xlarge,optimized,vpc,linux,cn-hongkong,10.884,4681.87,1379.91,44354.52,70967.23,79838.14,85160.68,88709.04
201,ecs.t5-c1m4.2xlarge,optimized,vpc,windows,cn-shanghai,2.375,684.0,201.6,6480.0,10368.0,11664.0,12441.6,12960.0
202,ecs.sn1.xlarge,optimized,vpc,windows,cn-zhangjiakou,2.736,829.0,232.12,8455.8,13927.2,14922.0,19896.0,24870.0
203,ecs.t5-lc1m2.large,optimized,vpc,linux,cn-hongkong,0.26,114.0,33.59,1080.0,1728.0,1944.0,2073.6,2160.0
204,ecs.sn2ne.4xlarge,optimized,vpc,windows,ap-southeast-3,11.172,6383.05,1881.32,60471.0,96753.6,108847.8,116104.32,120942.0
205,ecs.mn4.xlarge,optimized,classic,windows,cn-shenzhen,2.15,620.0,173.6,6324.0,10416.0,11160.0,14880.0,18600.0
206,ecs.xn4.small,optimized,vpc,windows,cn-shanghai,0.152,45.0,12.6,459.0,756.0,810.0,1080.0,1350.0
207,ecs.i1.6xlarge,optimized,classic,windows,cn-hangzhou,13.521,3894.0,1090.32,39718.8,65419.2,70092.0,93456.0,116820.0
208,ecs.se1ne.8xlarge,optimized,vpc,linux,cn-hangzhou,19.313,5563.2,1639.68,52704.0,84326.4,94867.2,101191.68,105408.0
209,ecs.se1ne.large,optimized,vpc,linux,us-west-1,1.073,468.99,138.23,4443.03,7108.85,7997.45,8530.62,8886.06
210,ecs.g5.4xlarge,optimized,vpc,linux,cn-huhehaote,6.07,1748.0,515.2,16560.0,26496.0,29808.0,31795.2,33120.0
211,ecs.gn5-c8g1.8xlarge,optimized,vpc,linux,ap-southeast-2,57.34,26152.55,7708.12,247761.0,396417.6,445969.8,475701.12,495522.0
212,ecs.c5.4xlarge,optimized,vpc,linux,cn-qingdao,5.909,1702.4,501.76,16128.0,25804.8,29030.4,30965.76,32256.0
213,ecs.i1.4xlarge,optimized,vpc,linux,eu-central-1,7.39,3373.45,994.29,31959.0,51134.4,57526.2,61361.28,63918.0
214,ecs.se1ne.3xlarge,optimized,vpc,linux,cn-zhangjiakou,6.536,1881.0,554.4,17820.0,28512.0,32076.0,34214.4,35640.0
215,ecs.s2.xlarge,optimized,classic,linux,us-west-1,0.874,450.0,126.0,4590.0,7560.0,8100.0,10800.0,13500.0
216,ecs.n2.large,optimized,vpc,linux,me-east-1,1.894,1008.0,282.24,10281.6,20563.2,30844.8,41126.4,51408.0
217,ecs.c4.2xlarge,optimized,vpc,windows,cn-shenzhen,4.75,1181.8,348.32,11196.0,17913.6,20152.8,21496.32,22392.0
218,ecs.n1.medium,optimized,vpc,linux,cn-qingdao,0.617,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
219,ecs.m2.xlarge,optimized,vpc,linux,cn-hangzhou,6.75,1944.0,544.32,19828.8,32659.2,34992.0,46656.0,58320.0
220,ecs.e3.small,optimized,classic,windows,cn-beijing,0.86,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
221,ecs.se1.xlarge,optimized,classic,linux,cn-shenzhen,3.07,732.0,204.96,7466.4,12297.6,13176.0,17568.0,21960.0
222,ecs.t5-c1m4.large,optimized,vpc,windows,cn-beijing,0.598,171.0,50.4,1620.0,2592.0,2916.0,3110.4,3240.0
223,ecs.sn1ne.4xlarge,optimized,vpc,windows,cn-hongkong,9.81,5857.41,1726.38,55491.21,88785.94,99884.18,106543.12,110982.42
224,ecs.sn2.7xlarge,optimized,vpc,windows,ap-northeast-1,24.385,14430.0,4040.4,147186.0,294372.0,441558.0,588744.0,735930.0
225,ecs.n1.large,optimized,classic,linux,cn-beijing,1.35,388.0,108.64,3957.6,6518.4,6984.0,9312.0,11640.0
226,ecs.n2.small,optimized,classic,linux,cn-shanghai,0.49,141.0,39.48,1438.2,2368.8,2538.0,3384.0,4230.0
227,ecs.c2.large,optimized,vpc,linux,cn-hongkong,4.014,2068.0,579.03,21093.6,34742.4,37224.0,49632.0,62040.0
228,ecs.r5.4xlarge,optimized,vpc,linux,cn-qingdao,8.607,2477.6,730.24,23472.0,37555.2,42249.6,45066.24,46944.0
229,ecs.n2.large,optimized,classic,linux,us-west-1,1.614,821.68,230.07,8381.14,13804.22,14790.24,19720.32,24650.4
230,ecs.s3.large,optimized,classic,windows,cn-qingdao,1.33,396.0,110.88,4039.2,6652.8,7128.0,9504.0,11880.0
231,ecs.mn4.large,optimized,vpc,windows,us-west-1,1.437,739.0,206.92,7537.8,12415.2,13302.0,17736.0,22170.0
232,ecs.hfc5.6xlarge,optimized,vpc,linux,ap-south-1,7.325,3622.9,1067.8,34322.22,54915.55,61780.0,65898.66,68644.44
233,ecs.g5.8xlarge,optimized,vpc,windows,cn-hangzhou,13.462,3876.0,1142.4,36720.0,58752.0,66096.0,70502.4,73440.0
234,ecs.e3.xlarge,optimized,classic,windows,cn-hongkong,6.952,3640.0,1019.19,37128.0,61152.0,65520.0,87360.0,109200.0
235,ecs.m1.xlarge,optimized,classic,linux,cn-shenzhen,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
236,ecs.hfg5.xlarge,optimized,vpc,linux,cn-shanghai,2.385,687.8,202.72,6516.0,10425.6,11728.8,12510.72,13032.0
237,ecs.t5-c1m2.4xlarge,optimized,vpc,linux,us-west-1,2.44,1204.6,355.04,11412.0,18259.2,20541.6,21911.04,22824.0
238,ecs.sn1ne.3xlarge,optimized,vpc,linux,cn-zhangjiakou,4.636,1333.8,393.12,12636.0,20217.6,22744.8,24261.12,25272.0
239,ecs.n1.3xlarge,optimized,vpc,linux,me-east-1,5.838,3112.0,871.36,31742.4,63484.8,95227.2,126969.6,158712.0
240,ecs.e3.medium,optimized,classic,windows,cn-shenzhen,1.73,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
241,ecs.n2.xlarge,optimized,vpc,linux,us-east-1,2.342,1204.17,337.16,12282.53,20230.06,21675.06,28900.08,36125.1
242,ecs.n2.7xlarge,optimized,vpc,linux,ap-southeast-1,11.806,6082.68,1703.14,62043.34,102189.02,109488.24,145984.32,182480.4
243,ecs.xn4.small,optimized,classic,linux,cn-shenzhen,0.16,45.0,12.6,459.0,756.0,810.0,1080.0,1350.0
244,ecs.sn1ne.large,optimized,vpc,windows,cn-beijing,0.855,246.05,72.52,2331.0,3729.6,4195.8,4475.52,4662.0
245,ecs.mn4.large,optimized,vpc,windows,cn-zhangjiakou,0.817,248.0,69.44,2529.6,4166.4,4464.0,5952.0,7440.0
246,ecs.sn2ne.large,optimized,vpc,windows,us-west-1,1.515,889.29,262.11,8424.81,13479.7,15164.66,16175.64,16849.62
247,ecs.m2.xlarge,optimized,vpc,windows,cn-shenzhen,6.75,1944.0,544.32,19828.8,32659.2,34992.0,46656.0,58320.0
248,ecs.t5-c1m4.xlarge,optimized,vpc,linux,cn-qingdao,1.188,342.0,100.8,3240.0,5184.0,5832.0,6220.8,6480.0
249,ecs.c1.large,optimized,vpc,windows,cn-beijing,2.75,792.0,221.76,8078.4,13305.6,14256.0,19008.0,23760.0
250,ecs.hfg5.6xlarge,optimized,vpc,linux,ap-southeast-5,9.311,4632.29,1365.3,43884.9,70215.84,78992.82,84259.01,87769.8
251,ecs.sn1ne.4xlarge,optimized,vpc,windows,eu-central-1,10.227,5889.39,1735.83,55794.24,89270.78,100429.63,107124.94,111588.48
252,ecs.gn5-c8g1.2xlarge,optimized,vpc,linux,cn-huhehaote,15.484,4459.3,1314.32,42246.0,67593.6,76042.8,81112.32,84492.0
253,ecs.s3.large,none,classic,linux,cn-beijing,1.291,356.0,99.68,3631.2,5980.8,6408.0,8544.0,10680.0
254,ecs.t5-lc1m2.small,optimized,vpc,windows,cn-shenzhen,0.159,45.6,13.44,432.0,691.2,777.6,829.44,864.0
255,ecs.hfg5.xlarge,optimized,vpc,linux,cn-beijing,2.385,687.8,202.72,6516.0,10425.6,11728.8,12510.72,13032.0
256,ecs.sn1.7xlarge,optimized,vpc,linux,us-east-1,9.421,4356.8,1219.89,44439.36,73194.24,78422.4,104563.2,130704.0
257,ecs.gn4-c8g1.4xlarge,optimized,vpc,windows,cn-shanghai,23.588,6792.5,2002.0,64350.0,102960.0,115830.0,123552.0,128700.0
258,ecs.g5.large,optimized,vpc,windows,cn-shanghai,0.845,242.25,71.4,2295.0,3672.0,4131.0,4406.4,4590.0
259,ecs.hfc5.8xlarge,optimized,vpc,linux,cn-beijing,14.725,4240.8,1249.92,40176.0,64281.6,72316.8,77137.92,80352.0
260,ecs.se1ne.8xlarge,optimized,vpc,linux,cn-beijing,19.313,5563.2,1639.68,52704.0,84326.4,94867.2,101191.68,105408.0
261,ecs.gn5-c4g1.xlarge,optimized,vpc,linux,cn-qingdao,14.288,4114.45,1212.68,38979.0,62366.4,70162.2,74839.68,77958.0
262,ecs.s3.medium,optimized,vpc,linux,cn-hangzhou,1.04,299.0,83.72,3049.8,5023.2,5382.0,7176.0,8970.0
263,ecs.i1.3xlarge,optimized,vpc,windows,cn-beijing,6.422,1849.65,545.16,17523.0,28036.8,31541.4,33644.16,35046.0
264,ecs.n1.3xlarge,optimized,vpc,linux,cn-shanghai,5.12,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
265,ecs.i2.4xlarge,optimized,vpc,windows,cn-shenzhen,13.243,3815.2,1124.48,36144.0,57830.4,65059.2,69396.48,72288.0
266,ecs.gn5-c8g1.14xlarge,optimized,vpc,windows,ap-southeast-3,140.22,67306.55,19837.72,637641.0,1020225.6,1147753.8,1224270.72,1275282.0
267,ecs.n1.medium,optimized,vpc,windows,cn-hangzhou,0.617,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
268,ecs.s3.medium,none,classic,linux,us-west-1,0.5,244.4,68.43,2492.88,4105.92,4399.2,5865.6,7332.0
269,ecs.gn5-c8g1.14xlarge,optimized,vpc,windows,ap-southeast-1,157.64,71889.35,21188.43,681057.0,1089691.2,1225902.6,1307629.44,1362114.0
270,ecs.se1ne.6xlarge,optimized,vpc,windows,ap-southeast-3,19.494,11617.4,3424.08,110059.56,176095.3,198107.21,211314.36,220119.12
271,ecs.hfc5.4xlarge,optimized,vpc,linux,us-east-1,5.121,2245.95,661.95,21277.44,34043.9,38299.39,40852.68,42554.88
272,ecs.c2.large,optimized,vpc,windows,cn-shanghai,5.5,1584.0,443.52,16156.8,26611.2,28512.0,38016.0,47520.0
273,ecs.e3.medium,optimized,classic,linux,cn-qingdao,1.73,498.0,139.44,5079.6,8366.4,8964.0,11952.0,14940.0
274,ecs.n4.8xlarge,optimized,vpc,windows,ap-southeast-2,20.637,10085.0,2823.8,102867.0,169428.0,181530.0,242040.0,302550.0
275,ecs.s2.2xlarge,optimized,classic,windows,cn-beijing,1.69,486.0,136.08,4957.2,8164.8,8748.0,11664.0,14580.0
276,ecs.se1.4xlarge,optimized,vpc,linux,cn-shanghai,11.666,2928.0,819.84,29865.6,49190.4,52704.0,70272.0,87840.0
277,ecs.gn5i-c16g1.4xlarge,optimized,vpc,windows,cn-shanghai,14.848,4275.0,1260.0,40500.0,64800.0,72900.0,77760.0,81000.0
278,ecs.hfc5.4xlarge,optimized,vpc,linux,cn-shanghai,7.362,2120.4,624.96,20088.0,32140.8,36158.4,38568.96,40176.0
279,ecs.gn5-c8g1.4xlarge,optimized,vpc,linux,ap-southeast-3,26.971,12943.75,3815.0,122625.0,196200.0,220725.0,235440.0,245250.0
280,ecs.n1.3xlarge,optimized,vpc,windows,cn-shenzhen,5.12,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
281,ecs.mn4.small,optimized,vpc,windows,cn-shanghai,0.513,155.0,43.4,1581.0,2604.0,2790.0,3720.0,4650.0
282,ecs.n2.small,optimized,vpc,windows,cn-hangzhou,0.466,141.0,39.48,1438.2,2368.8,2538.0,3384.0,4230.0
283,ecs.gn5-c8g1.8xlarge,optimized,vpc,linux,ap-southeast-5,57.589,27649.75,8149.39,261945.0,419112.0,471501.0,502934.4,523890.0
284,ecs.hfc5.3xlarge,optimized,vpc,windows,cn-shanghai,5.521,1590.3,468.72,15066.0,24105.6,27118.8,28926.72,30132.0
285,ecs.sn2.xlarge,optimized,classic,windows,cn-shenzhen,4.82,1144.0,320.32,11668.8,19219.2,20592.0,27456.0,34320.0
286,ecs.n2.3xlarge,optimized,vpc,linux,us-west-1,6.452,3286.81,920.31,33525.46,55218.41,59162.58,78883.44,98604.3
287,ecs.c2.large,optimized,vpc,windows,us-west-1,5.702,2938.0,822.64,29967.6,49358.4,52884.0,70512.0,88140.0
288,ecs.e3.7xlarge,optimized,vpc,windows,us-east-1,19.01,9794.0,2742.31,99898.8,164539.2,176292.0,235056.0,293820.0
289,ecs.t5-c1m4.xlarge,optimized,vpc,windows,cn-shanghai,1.188,342.0,100.8,3240.0,5184.0,5832.0,6220.8,6480.0
290,ecs.g5.8xlarge,optimized,vpc,linux,cn-shanghai,13.462,3876.0,1142.4,36720.0,58752.0,66096.0,70502.4,73440.0
291,ecs.d1.3xlarge,optimized,vpc,linux,cn-shanghai,9.07,2612.02,769.86,24745.5,39592.8,44541.9,47511.36,49491.0
292,ecs.se1.large,optimized,vpc,linux,us-west-1,1.021,470.17,131.65,4795.73,7898.86,8463.06,11284.08,14105.1
293,ecs.n2.xlarge,optimized,classic,windows,cn-hangzhou,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
294,ecs.mn4.4xlarge,optimized,vpc,linux,ap-southeast-1,6.2,3129.22,876.17,31918.04,52570.9,56325.96,75101.28,93876.6
295,ecs.d1.8xlarge,optimized,vpc,linux,cn-shanghai,24.187,6965.4,2052.96,65988.0,105580.8,118778.4,126696.96,131976.0
296,ecs.n1.tiny,optimized,vpc,windows,cn-shanghai,0.143,43.0,12.04,438.6,722.4,774.0,1032.0,1290.0
297,ecs.n1.tiny,optimized,vpc,linux,ap-southeast-1,0.105,59.97,16.78,611.69,1007.5,1079.46,1439.28,1799.1
298,ecs.sn2.xlarge,optimized,classic,windows,cn-hongkong,5.986,3417.0,956.75,34853.4,57405.6,61506.0,82008.0,102510.0
299,ecs.t5-c1m2.4xlarge,optimized,vpc,windows,cn-huhehaote,2.773,798.0,235.2,7560.0,12096.0,13608.0,14515.2,15120.0
300,ecs.sn2.3xlarge,optimized,vpc,windows,ap-southeast-2,11.972,7088.0,1984.64,72297.6,119078.4,127584.0,170112.0,212640.0
301,ecs.sn2ne.6xlarge,optimized,vpc,linux,cn-shanghai,11.324,3260.4,960.96,30888.0,49420.8,55598.4,59304.96,61776.0
302,ecs.r5.large,optimized,vpc,windows,us-east-1,1.522,825.57,243.32,7821.18,12513.89,14078.12,15016.67,15642.36
303,ecs.d1.8xlarge,optimized,vpc,windows,cn-beijing,24.187,6965.4,2052.96,65988.0,105580.8,118778.4,126696.96,131976.0
304,ecs.mn4.8xlarge,optimized,vpc,windows,cn-zhangjiakou,13.091,3968.0,1111.04,40473.6,66662.4,71424.0,95232.0,119040.0
305,ecs.sn1ne.6xlarge,optimized,vpc,linux,us-west-1,9.264,4397.44,1296.09,41659.92,66655.87,74987.86,79987.05,83319.84
306,ecs.d1.3xlarge,optimized,vpc,linux,ap-southeast-1,8.46,3864.6,1139.03,36612.0,58579.2,65901.6,70295.04,73224.0
307,ecs.hfg5.6xlarge,optimized,vpc,windows,cn-hongkong,17.607,10043.89,2960.3,95152.68,152244.29,171274.82,182693.15,190305.36
308,ecs.t5-c1m2.4xlarge,optimized,vpc,linux,cn-qingdao,3.05,877.8,258.72,8316.0,13305.6,14968.8,15966.72,16632.0
309,ecs.t5-c1m1.2xlarge,optimized,vpc,linux,cn-hangzhou,1.102,316.35,93.24,2997.0,4795.2,5394.6,5754.24,5994.0
310,ecs.mn4.8xlarge,optimized,vpc,windows,cn-beijing,16.359,4960.0,1388.8,50592.0,83328.0,89280.0,119040.0,148800.0
311,ecs.se1ne.xlarge,optimized,vpc,linux,ap-southeast-5,2.202,1019.29,300.41,9656.46,15450.34,17381.63,18540.4,19312.92
312,ecs.ga1.4xlarge,optimized,vpc,linux,cn-beijing,8.35,2404.45,708.68,22779.0,36446.4,41002.2,43735.68,45558.0
313,ecs.n1.xlarge,optimized,vpc,linux,cn-shenzhen,2.556,776.0,217.28,7915.2,13036.8,13968.0,18624.0,23280.0
314,ecs.sn1.large,optimized,classic,linux,cn-hongkong,1.323,682.91,191.2,6965.68,11472.89,12292.38,16389.84,20487.3
315,ecs.ce4.2xlarge,optimized,vpc,linux,cn-shanghai,5.792,1668.2,491.68,15804.0,25286.4,28447.2,30343.68,31608.0
316,ecs.sn1ne.2xlarge,optimized,vpc,linux,cn-qingdao,3.42,984.2,290.08,9324.0,14918.4,16783.2,17902.08,18648.0
317,ecs.i1.4xlarge,optimized,classic,windows,cn-shanghai,11.77,2596.0,726.88,26479.2,43612.8,46728.0,62304.0,77880.0
318,ecs.n1.medium,optimized,classic,linux,ap-southeast-1,0.418,238.99,66.91,2437.7,4015.03,4301.82,5735.76,7169.7
319,ecs.hfc5.4xlarge,optimized,vpc,linux,cn-hongkong,5.939,2807.42,827.44,26596.62,42554.59,47873.92,51065.51,53193.24
320,ecs.n1.large,optimized,vpc,windows,me-east-1,2.53,1401.0,392.28,14290.2,28580.4,42870.6,57160.8,71451.0
321,ecs.t5-lc1m1.small,optimized,vpc,windows,ap-south-1,0.102,51.3,15.12,486.0,777.6,874.8,933.12,972.0
322,ecs.sn1.7xlarge,optimized,classic,linux,cn-shanghai,14.39,4144.0,1160.32,42268.8,69619.2,74592.0,99456.0,124320.0
323,ecs.d1ne.2xlarge,optimized,vpc,linux,cn-hangzhou,6.346,1828.75,539.0,17325.0,27720.0,31185.0,33264.0,34650.0
324,ecs.g5.6xlarge,optimized,vpc,windows,cn-shenzhen,10.098,2907.0,856.8,27540.0,44064.0,49572.0,52876.8,55080.0
325,ecs.sn2ne.2xlarge,optimized,vpc,windows,eu-central-1,6.141,3492.98,1029.52,33091.38,52946.21,59564.48,63535.45,66182.76
326,ecs.d1-c8d3.8xlarge,optimized,vpc,linux,ap-southeast-1,21.69,9896.15,2916.75,93753.0,150004.8,168755.4,180005.76,187506.0
327,ecs.gn5-c4g1.2xlarge,optimized,vpc,linux,ap-southeast-3,22.401,10750.2,3168.48,101844.0,162950.4,183319.2,195540.48,203688.0
328,ecs.se1ne.xlarge,optimized,vpc,linux,ap-southeast-1,2.318,1019.29,300.41,9656.46,15450.34,17381.63,18540.4,19312.92
329,ecs.g5.xlarge,optimized,vpc,linux,cn-huhehaote,1.519,437.0,128.8,4140.0,6624.0,7452.0,7948.8,8280.0
330,ecs.gn4.8xlarge,optimized,vpc,linux,cn-shanghai,14.183,4085.0,1204.0,38700.0,61920.0,69660.0,74304.0,77400.0
331,ecs.c5.xlarge,optimized,vpc,linux,cn-qingdao,1.482,425.6,125.44,4032.0,6451.2,7257.6,7741.44,8064.0
332,ecs.n4.8xlarge,optimized,classic,linux,cn-shenzhen,11.33,3264.0,913.92,33292.8,54835.2,58752.0,78336.0,97920.0
333,ecs.i1.xlarge,optimized,vpc,windows,us-east-1,2.7,1540.9,454.15,14598.0,23356.8,26276.4,28028.16,29196.0
334,ecs.sn2ne.2xlarge,optimized,vpc,linux,cn-qingdao,3.772,1086.8,320.32,10296.0,16473.6,18532.8,19768.32,20592.0
335,ecs.i1.8xlarge,optimized,vpc,linux,ap-southeast-3,13.385,6422.95,1893.08,60849.0,97358.4,109528.2,116830.08,121698.0
336,ecs.t5-c1m1.large,optimized,vpc,windows,cn-qingdao,0.274,78.85,23.24,747.0,1195.2,1344.6,1434.24,1494.0
337,ecs.m2.xlarge,optimized,vpc,linux,cn-beijing,6.75,1944.0,544.32,19828.8,32659.2,34992.0,46656.0,58320.0
338,ecs.c5.16xlarge,optimized,vpc,windows,cn-shenzhen,23.645,6809.6,2007.04,64512.0,103219.2,116121.6,123863.04,129024.0
339,ecs.n1.large,optimized,classic,windows,cn-hongkong,1.373,708.0,198.23,7221.6,11894.4,12744.0,16992.0,21240.0
340,ecs.d1-c14d3.14xlarge,optimized,vpc,linux,ap-southeast-2,32.91,15009.05,4423.72,142191.0,227505.6,255943.8,273006.72,284382.0
341,ecs.c1.large,optimized,classic,linux,cn-shenzhen,2.75,792.0,221.76,8078.4,13305.6,14256.0,19008.0,23760.0
342,ecs.n2.xlarge,optimized,classic,linux,cn-shanghai,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
343,ecs.n4.xlarge,optimized,vpc,linux,ap-southeast-1,1.368,682.91,191.2,6965.68,11472.89,12292.38,16389.84,20487.3
344,ecs.se1ne.8xlarge,optimized,vpc,linux,ap-southeast-3,16.483,7615.2,2244.48,72144.0,115430.4,129859.2,138516.48,144288.0
345,ecs.i1.2xlarge,optimized,classic,linux,cn-beijing,5.89,1298.0,363.44,13239.6,21806.4,23364.0,31152.0,38940.0
346,ecs.hfg5.4xlarge,optimized,vpc,linux,cn-beijing,9.557,2751.2,810.88,26064.0,41702.4,46915.2,50042.88,52128.0
347,ecs.mn4.4xlarge,optimized,vpc,linux,cn-qingdao,8.18,2480.0,694.4,25296.0,41664.0,44640.0,59520.0,74400.0
348,ecs.sn1ne.4xlarge,optimized,vpc,linux,ap-southeast-5,5.458,2716.19,800.55,25732.35,41171.76,46318.23,49406.11,51464.7
349,ecs.t5-lc1m2.small,optimized,vpc,linux,ap-southeast-5,0.136,59.85,17.63,567.0,907.2,1020.6,1088.64,1134.0
350,ecs.c5.16xlarge,optimized,vpc,linux,cn-hangzhou,23.645,6809.6,2007.04,64512.0,103219.2,116121.6,123863.04,129024.0
351,ecs.t5-c1m1.large,optimized,vpc,windows,cn-shenzhen,0.276,78.85,23.24,747.0,1195.2,1344.6,1434.24,1494.0
352,ecs.n1.small,optimized,vpc,linux,us-east-1,0.161,85.39,23.9,870.98,1434.55,1537.02,2049.36,2561.7
353,ecs.i1.xlarge,optimized,vpc,windows,us-west-1,3.08,1761.3,519.12,16686.0,26697.6,30034.8,32037.12,33372.0
354,ecs.mn4.small,optimized,vpc,windows,cn-huhehaote,0.455,140.0,39.2,1428.0,2352.0,2520.0,3360.0,4200.0
355,ecs.gn5-c8g1.8xlarge,optimized,vpc,windows,ap-southeast-5,74.879,35944.2,10594.07,340524.0,544838.4,612943.2,653806.08,681048.0
356,ecs.t5-lc2m1.nano,optimized,vpc,linux,ap-southeast-3,0.047,19.0,5.6,180.0,288.0,324.0,345.6,360.0
357,ecs.n4.8xlarge,optimized,vpc,windows,ap-northeast-1,18.66,10859.0,3040.52,110761.8,221523.6,332285.4,443047.2,553809.0
358,ecs.sn1ne.6xlarge,optimized,vpc,windows,ap-northeast-1,16.272,9312.6,2607.53,94988.52,189977.04,284965.56,379954.08,474942.6
359,ecs.n1.xlarge,optimized,classic,windows,cn-beijing,2.69,776.0,217.28,7915.2,13036.8,13968.0,18624.0,23280.0
360,ecs.i1.3xlarge,optimized,vpc,windows,eu-central-1,9.12,5196.5,1531.61,49230.0,78768.0,88614.0,94521.6,98460.0
361,ecs.i2.16xlarge,optimized,vpc,windows,ap-southeast-1,51.25,27920.5,8229.19,264510.0,423216.0,476118.0,507859.2,529020.0
362,ecs.e3.small,optimized,classic,linux,cn-beijing,0.86,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
363,ecs.e3.3xlarge,optimized,classic,windows,cn-qingdao,13.83,3984.0,1115.52,40636.8,66931.2,71712.0,95616.0,119520.0
364,ecs.sn1.medium,optimized,vpc,linux,eu-central-1,0.675,335.53,93.96,3422.41,5636.9,6039.54,8052.72,10065.9
365,ecs.sn2.13xlarge,optimized,classic,windows,cn-hongkong,41.901,23920.0,6697.59,243984.0,401856.0,430560.0,574080.0,717600.0
366,ecs.n4.large,optimized,vpc,linux,ap-southeast-2,0.446,238.99,66.92,2437.7,4015.03,4301.82,5735.76,7169.7
367,ecs.hfg5.3xlarge,optimized,vpc,windows,ap-southeast-1,8.814,5022.08,1480.18,47577.6,76124.16,85639.68,91348.99,95155.2
368,ecs.hfc5.xlarge,optimized,vpc,linux,cn-shanghai,1.843,530.1,156.24,5022.0,8035.2,9039.6,9642.24,10044.0
369,ecs.se1ne.2xlarge,optimized,vpc,linux,us-east-1,3.853,1639.91,483.33,15535.98,24857.57,27964.76,29829.08,31071.96
370,ecs.gn5-c8g1.2xlarge,optimized,vpc,windows,ap-southeast-5,18.715,8986.05,2648.51,85131.0,136209.6,153235.8,163451.52,170262.0
371,ecs.n4.2xlarge,optimized,vpc,windows,cn-hongkong,3.417,1760.0,492.79,17952.0,29568.0,31680.0,42240.0,52800.0
372,ecs.sn2ne.xlarge,optimized,vpc,windows,cn-zhangjiakou,1.7,490.2,144.48,4644.0,7430.4,8359.2,8916.48,9288.0
373,ecs.mn4.xlarge,optimized,vpc,linux,cn-hongkong,1.467,754.86,211.35,7699.57,12681.65,13587.48,18116.64,22645.8
374,ecs.d1.3xlarge,optimized,vpc,windows,cn-hangzhou,9.071,2612.02,769.86,24745.5,39592.8,44541.9,47511.36,49491.0
375,ecs.n2.large,optimized,classic,windows,cn-beijing,2.04,588.0,164.64,5997.6,9878.4,10584.0,14112.0,17640.0
376,ecs.ce4.2xlarge,optimized,vpc,windows,eu-central-1,8.316,4425.73,1304.43,41927.94,67084.7,75470.29,80501.64,83855.88
377,ecs.se1ne.large,optimized,vpc,windows,ap-southeast-2,1.825,968.12,285.34,9171.63,14674.61,16508.93,17609.53,18343.26
378,ecs.se1ne.6xlarge,optimized,vpc,linux,ap-south-1,10.566,4834.55,1424.92,45801.0,73281.6,82441.8,87937.92,91602.0
379,ecs.n1.xlarge,optimized,classic,windows,cn-qingdao,2.69,776.0,217.28,7915.2,13036.8,13968.0,18624.0,23280.0
380,ecs.n1.3xlarge,optimized,classic,linux,cn-shenzhen,5.39,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
381,ecs.se1.2xlarge,optimized,classic,linux,cn-hongkong,4.414,2047.78,573.37,20887.36,34402.7,36860.04,49146.72,61433.4
382,ecs.n2.7xlarge,optimized,classic,windows,cn-hangzhou,16.32,4704.0,1317.12,47980.8,79027.2,84672.0,112896.0,141120.0
383,ecs.sn1ne.8xlarge,optimized,vpc,windows,eu-central-1,21.593,12572.1,3705.47,119104.11,190566.58,214387.4,228679.89,238208.22
384,ecs.n2.medium,optimized,vpc,linux,cn-hangzhou,0.969,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
385,ecs.c5.8xlarge,optimized,vpc,linux,cn-qingdao,11.818,3404.8,1003.52,32256.0,51609.6,58060.8,61931.52,64512.0
386,ecs.n1.tiny,optimized,classic,windows,cn-qingdao,0.15,43.0,12.04,438.6,722.4,774.0,1032.0,1290.0
