,InstanceType,IoOptimized,NetworkType,OSType,RegionId,hour,month,week,year,years-2,years-3,years-4,years-5
4928,ecs.e4.4xlarge,optimized,classic,linux,cn-qingdao,14.44,4160.0,1164.8,42432.0,69888.0,74880.0,99840.0,124800.0
4929,ecs.g5.6xlarge,optimized,vpc,windows,us-east-1,15.584,8665.66,2554.08,82095.75,131353.2,147772.35,157623.84,164191.5
4930,ecs.e4.xlarge,optimized,vpc,windows,ap-northeast-1,3.476,1941.0,543.48,19798.2,39596.4,59394.6,79192.8,98991.0
4931,ecs.m2.medium,optimized,vpc,linux,cn-qingdao,3.42,972.0,272.16,9914.4,16329.6,17496.0,23328.0,29160.0
4932,ecs.re4.20xlarge,optimized,vpc,linux,cn-shenzhen,65.312,19800.0,5544.0,201960.0,332640.0,356400.0,475200.0,594000.0
4933,ecs.i2.4xlarge,optimized,vpc,linux,ap-south-1,7.733,3871.25,1141.0,36675.0,58680.0,66015.0,70416.0,73350.0
4934,ecs.i1-c5d1.4xlarge,optimized,classic,windows,cn-beijing,14.44,3365.44,942.32,34327.49,56539.39,60577.92,80770.56,100963.2
4935,ecs.sn2.large,optimized,classic,linux,cn-shanghai,2.41,572.0,160.16,5834.4,9609.6,10296.0,13728.0,17160.0
4936,ecs.c2.large,optimized,vpc,linux,cn-shanghai,5.5,1584.0,443.52,16156.8,26611.2,28512.0,38016.0,47520.0
4937,ecs.c2.medium,optimized,vpc,windows,cn-qingdao,4.011,1200.0,336.0,12240.0,20160.0,21600.0,28800.0,36000.0
4938,ecs.sn2ne.8xlarge,optimized,vpc,windows,ap-south-1,20.214,11785.7,3473.68,111654.0,178646.4,200977.2,214375.68,223308.0
4939,ecs.e3.large,optimized,classic,windows,cn-hongkong,3.476,1820.0,509.59,18564.0,30576.0,32760.0,43680.0,54600.0
4940,ecs.i1.6xlarge,optimized,vpc,linux,us-west-1,10.32,4719.6,1391.04,44712.0,71539.2,80481.6,85847.04,89424.0
4941,ecs.se1.xlarge,optimized,vpc,windows,cn-qingdao,2.917,732.0,204.96,7466.4,12297.6,13176.0,17568.0,21960.0
4942,ecs.sn1.3xlarge,optimized,classic,windows,cn-hangzhou,7.19,2072.0,580.16,21134.4,34809.6,37296.0,49728.0,62160.0
4943,ecs.c1.large,optimized,vpc,linux,cn-hongkong,2.007,1034.0,289.51,10546.8,17371.2,18612.0,24816.0,31020.0
4944,ecs.se1ne.2xlarge,optimized,vpc,windows,us-east-1,6.518,3535.16,1041.93,33490.98,53585.57,60283.76,64302.68,66981.96
4945,ecs.c1.small,optimized,classic,linux,cn-beijing,2.08,600.0,168.0,6120.0,10080.0,10800.0,14400.0,18000.0
4946,ecs.se1.2xlarge,optimized,vpc,linux,us-east-1,3.669,1644.02,460.32,16769.0,27619.54,29592.36,39456.48,49320.6
4947,ecs.sn2ne.3xlarge,optimized,vpc,windows,ap-southeast-2,9.432,5112.84,1506.94,48437.46,77499.94,87187.43,92999.92,96874.92
4948,ecs.n2.xlarge,optimized,classic,linux,cn-hangzhou,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
4949,ecs.sn2.7xlarge,optimized,vpc,linux,us-west-1,12.91,6573.62,1840.61,67050.92,110436.82,118325.16,157766.88,197208.6
4950,ecs.t5-lc1m2.small,optimized,vpc,linux,cn-huhehaote,0.142,40.85,12.04,387.0,619.2,696.6,743.04,774.0
4951,ecs.mn4.large,optimized,classic,windows,cn-hangzhou,1.08,310.0,86.8,3162.0,5208.0,5580.0,7440.0,9300.0
4952,ecs.t5-c1m2.large,optimized,vpc,linux,cn-shanghai,0.38,110.2,32.48,1044.0,1670.4,1879.2,2004.48,2088.0
4953,ecs.c5.large,optimized,vpc,linux,cn-huhehaote,0.607,175.75,51.8,1665.0,2664.0,2997.0,3196.8,3330.0
4954,ecs.sn1ne.8xlarge,optimized,vpc,windows,ap-southeast-2,23.258,12934.25,3812.2,122535.0,196056.0,220563.0,235267.2,245070.0
4955,ecs.c1.large,optimized,vpc,linux,us-west-1,2.376,1224.0,342.72,12484.8,20563.2,22032.0,29376.0,36720.0
4956,ecs.n2.xlarge,optimized,vpc,windows,cn-qingdao,3.875,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
4957,ecs.g5.2xlarge,optimized,vpc,windows,cn-huhehaote,3.03,874.0,257.6,8280.0,13248.0,14904.0,15897.6,16560.0
4958,ecs.sn1ne.2xlarge,optimized,vpc,windows,cn-hongkong,4.908,2925.22,862.16,27712.62,44340.19,49882.72,53208.23,55425.24
4959,ecs.s2.large,optimized,classic,linux,ap-southeast-1,0.699,360.0,100.79,3672.0,6048.0,6480.0,8640.0,10800.0
4960,ecs.se1ne.14xlarge,optimized,vpc,windows,ap-southeast-1,53.83,28559.67,8417.58,270565.29,432904.46,487017.52,519485.36,541130.58
4961,ecs.sn1ne.6xlarge,optimized,vpc,windows,ap-southeast-5,14.683,8846.97,2607.52,83813.4,134101.44,150864.12,160921.73,167626.8
4962,ecs.c5.6xlarge,optimized,vpc,linux,cn-beijing,8.864,2553.6,752.64,24192.0,38707.2,43545.6,46448.64,48384.0
4963,ecs.i2.xlarge,optimized,vpc,linux,ap-south-1,1.938,968.05,285.32,9171.0,14673.6,16507.8,17608.32,18342.0
4964,ecs.gn4-c4g1.2xlarge,optimized,vpc,windows,cn-shenzhen,20.672,5954.6,1755.04,56412.0,90259.2,101541.6,108311.04,112824.0
4965,ecs.g5.large,optimized,vpc,linux,cn-qingdao,0.845,242.25,71.4,2295.0,3672.0,4131.0,4406.4,4590.0
4966,ecs.gn5-c8g1.14xlarge,optimized,vpc,windows,ap-southeast-2,137.64,62766.5,18499.6,594630.0,951408.0,1070334.0,1141689.6,1189260.0
4967,ecs.sn1.large,optimized,vpc,windows,cn-zhangjiakou,1.368,414.0,115.92,4222.8,6955.2,7452.0,9936.0,12420.0
4968,ecs.n4.small,optimized,vpc,windows,ap-southeast-2,0.286,165.0,46.2,1683.0,2772.0,2970.0,3960.0,4950.0
4969,ecs.t5-c1m1.2xlarge,optimized,vpc,linux,cn-shenzhen,1.102,316.35,93.24,2997.0,4795.2,5394.6,5754.24,5994.0
4970,ecs.hfc5.xlarge,optimized,vpc,windows,eu-central-1,2.645,1524.04,449.2,14438.25,23101.2,25988.85,27721.44,28876.5
4971,ecs.n1.medium,optimized,classic,linux,cn-shenzhen,0.65,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
4972,ecs.i1-c5d1.4xlarge,optimized,vpc,linux,ap-southeast-2,9.22,4208.5,1240.4,39870.0,63792.0,71766.0,76550.4,79740.0
4973,ecs.r5.6xlarge,optimized,vpc,windows,cn-shenzhen,12.901,3716.4,1095.36,35208.0,56332.8,63374.4,67599.36,70416.0
4974,ecs.c5.4xlarge,optimized,vpc,windows,cn-beijing,5.909,1702.4,501.76,16128.0,25804.8,29030.4,30965.76,32256.0
4975,ecs.t5-c1m2.xlarge,optimized,vpc,windows,cn-hongkong,0.8,387.6,114.23,3672.0,5875.2,6609.6,7050.24,7344.0
4976,ecs.t5-lc1m4.large,optimized,vpc,linux,ap-southeast-1,0.41,177.65,52.35,1683.0,2692.8,3029.4,3231.36,3366.0
4977,ecs.ga1.8xlarge,optimized,vpc,linux,cn-beijing,16.701,4808.9,1417.36,45558.0,72892.8,82004.4,87471.36,91116.0
4978,ecs.n2.xlarge,optimized,classic,linux,us-west-1,3.228,1643.43,460.16,16762.99,27609.62,29581.74,39442.32,49302.9
4979,ecs.hfg5.6xlarge,optimized,vpc,linux,cn-hongkong,9.801,4632.29,1365.3,43884.9,70215.84,78992.82,84259.01,87769.8
4980,ecs.sn1.xlarge,optimized,vpc,windows,eu-central-1,4.867,2952.0,826.57,30110.4,49593.6,53136.0,70848.0,88560.0
4981,ecs.hfc5.2xlarge,optimized,vpc,windows,cn-hongkong,5.337,3043.63,897.06,28834.38,46135.01,51901.88,55362.01,57668.76
4982,ecs.sn2ne.4xlarge,optimized,vpc,windows,cn-beijing,7.543,2173.6,640.64,20592.0,32947.2,37065.6,39536.64,41184.0
4983,ecs.t5-c1m1.large,optimized,vpc,linux,cn-shanghai,0.275,78.85,23.24,747.0,1195.2,1344.6,1434.24,1494.0
4984,ecs.mn4.xlarge,optimized,vpc,linux,us-west-1,1.614,821.68,230.07,8381.14,13804.22,14790.24,19720.32,24650.4
4985,ecs.e3.large,optimized,vpc,linux,us-east-1,1.835,832.45,233.08,8490.99,13985.16,14984.1,19978.8,24973.5
4986,ecs.n1.medium,optimized,vpc,linux,cn-beijing,0.617,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
4987,ecs.sn1.xlarge,optimized,vpc,windows,cn-hongkong,4.674,2933.0,821.23,29916.6,49274.4,52794.0,70392.0,87990.0
4988,ecs.hfc5.xlarge,optimized,vpc,linux,cn-hangzhou,1.843,530.1,156.24,5022.0,8035.2,9039.6,9642.24,10044.0
4989,ecs.sn1.7xlarge,optimized,vpc,windows,us-west-1,20.937,13040.0,3651.2,133008.0,219072.0,234720.0,312960.0,391200.0
4990,ecs.i1.6xlarge,optimized,classic,windows,cn-shanghai,13.521,3894.0,1090.32,39718.8,65419.2,70092.0,93456.0,116820.0
4991,ecs.n4.4xlarge,optimized,vpc,windows,ap-southeast-1,9.781,5038.0,1410.63,51387.6,84638.4,90684.0,120912.0,151140.0
4992,ecs.gn5i-c28g1.14xlarge,optimized,vpc,linux,cn-hangzhou,40.907,11780.0,3472.0,111600.0,178560.0,200880.0,214272.0,223200.0
4993,ecs.sn2ne.2xlarge,optimized,vpc,windows,ap-southeast-1,6.286,3408.58,1004.62,32291.82,51666.91,58125.28,62000.29,64583.64
4994,ecs.hfg5.14xlarge,optimized,vpc,linux,cn-beijing,29.051,8367.6,2466.24,79272.0,126835.2,142689.6,152202.24,158544.0
4995,ecs.t5-lc1m1.small,optimized,vpc,linux,ap-southeast-3,0.086,35.15,10.36,333.0,532.8,599.4,639.36,666.0
4996,ecs.sn2ne.2xlarge,optimized,vpc,windows,cn-beijing,3.772,1086.8,320.32,10296.0,16473.6,18532.8,19768.32,20592.0
4997,ecs.hfc5.2xlarge,optimized,vpc,windows,eu-central-1,5.283,3043.63,897.08,28834.38,46135.01,51901.88,55362.01,57668.76
4998,ecs.c2.large,optimized,vpc,windows,cn-hangzhou,5.501,1584.0,443.52,16156.8,26611.2,28512.0,38016.0,47520.0
4999,ecs.i2.8xlarge,optimized,vpc,linux,cn-hangzhou,26.496,7630.4,2248.96,72288.0,115660.8,130118.4,138792.96,144576.0
5000,ecs.i1.xlarge,optimized,vpc,windows,ap-southeast-2,2.94,1751.8,516.32,16596.0,26553.6,29872.8,31864.32,33192.0
5001,ecs.n1.small,optimized,vpc,windows,cn-shenzhen,0.266,80.0,22.4,816.0,1344.0,1440.0,1920.0,2400.0
5002,ecs.c2.large,optimized,classic,linux,cn-shanghai,5.5,1584.0,443.52,16156.8,26611.2,28512.0,38016.0,47520.0
5003,ecs.t5-c1m2.2xlarge,optimized,vpc,windows,us-west-1,1.6,872.1,257.04,8262.0,13219.2,14871.6,15863.04,16524.0
5004,ecs.hfc5.2xlarge,optimized,vpc,windows,cn-beijing,3.686,1060.2,312.48,10044.0,16070.4,18079.2,19284.48,20088.0
5005,ecs.d1.4xlarge,optimized,vpc,linux,cn-beijing,12.093,3482.7,1026.48,32994.0,52790.4,59389.2,63348.48,65988.0
5006,ecs.sn1.7xlarge,optimized,vpc,linux,eu-central-1,10.759,5446.0,1524.89,55549.2,91492.8,98028.0,130704.0,163380.0
5007,ecs.cm4.3xlarge,optimized,vpc,linux,ap-southeast-2,6.06,2892.27,852.46,27400.41,43840.66,49320.74,52608.79,54800.82
5008,ecs.r5.2xlarge,optimized,vpc,linux,cn-shanghai,4.304,1238.8,365.12,11736.0,18777.6,21124.8,22533.12,23472.0
5009,ecs.sn1.medium,optimized,classic,windows,cn-beijing,0.9,259.0,72.52,2641.8,4351.2,4662.0,6216.0,7770.0
5010,ecs.t5-c1m1.2xlarge,optimized,vpc,linux,ap-southeast-1,0.92,393.3,115.91,3726.0,5961.6,6706.8,7153.92,7452.0
5011,ecs.s3.large,none,classic,linux,us-west-1,0.694,344.4,96.43,3512.88,5785.92,6199.2,8265.6,10332.0
5012,ecs.sn1.3xlarge,optimized,vpc,windows,cn-beijing,6.83,2072.0,580.16,21134.4,34809.6,37296.0,49728.0,62160.0
5013,ecs.r5.xlarge,optimized,vpc,windows,cn-huhehaote,1.937,558.6,164.64,5292.0,8467.2,9525.6,10160.64,10584.0
5014,ecs.e3.large,optimized,vpc,linux,cn-hangzhou,3.287,996.0,278.88,10159.2,16732.8,17928.0,23904.0,29880.0
5015,ecs.s2.large,optimized,vpc,windows,cn-beijing,0.65,186.0,52.08,1897.2,3124.8,3348.0,4464.0,5580.0
5016,ecs.r5.4xlarge,optimized,vpc,linux,cn-hangzhou,8.607,2477.6,730.24,23472.0,37555.2,42249.6,45066.24,46944.0
5017,ecs.sn2.7xlarge,optimized,vpc,linux,ap-northeast-1,14.234,7019.63,1965.5,71600.23,143200.45,214800.68,286400.9,358001.13
5018,ecs.m1.xlarge,optimized,classic,linux,cn-shanghai,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
5019,ecs.d1-c14d3.14xlarge,optimized,vpc,windows,us-west-1,37.84,21574.5,6358.8,204390.0,327024.0,367902.0,392428.8,408780.0
5020,ecs.sn1ne.8xlarge,optimized,vpc,linux,cn-zhangjiakou,12.35,3556.8,1048.32,33696.0,53913.6,60652.8,64696.32,67392.0
5021,ecs.n4.xlarge,optimized,vpc,windows,cn-qingdao,1.348,408.0,114.24,4161.6,6854.4,7344.0,9792.0,12240.0
5022,ecs.d1.3xlarge,optimized,vpc,windows,us-west-1,9.735,5556.07,1637.58,52636.5,84218.4,94745.7,101062.08,105273.0
5023,ecs.mn4.large,optimized,classic,linux,cn-qingdao,1.08,310.0,86.8,3162.0,5208.0,5580.0,7440.0,9300.0
5024,ecs.hfg5.large,optimized,vpc,linux,cn-hangzhou,1.197,343.9,101.36,3258.0,5212.8,5864.4,6255.36,6516.0
5025,ecs.sn2ne.8xlarge,optimized,vpc,linux,us-west-1,13.556,6557.18,1932.64,62120.7,99393.12,111817.26,119271.74,124241.4
5026,ecs.n4.2xlarge,optimized,vpc,windows,ap-south-1,3.886,1833.0,513.24,18696.6,30794.4,32994.0,43992.0,54990.0
5027,ecs.s1.medium,none,classic,windows,cn-beijing,0.441,109.0,30.52,1111.8,1831.2,1962.0,2616.0,3270.0
5028,ecs.mn4.small,optimized,vpc,linux,ap-southeast-2,0.432,195.57,54.76,1994.81,3285.58,3520.26,4693.68,5867.1
5029,ecs.se1.large,optimized,classic,linux,cn-hongkong,1.104,514.37,144.01,5246.57,8641.42,9258.66,12344.88,15431.1
5030,ecs.s2.xlarge,none,classic,linux,cn-shenzhen,0.951,258.0,72.24,2631.6,4334.4,4644.0,6192.0,7740.0
5031,ecs.se1ne.14xlarge,optimized,vpc,linux,ap-south-1,26.05,11945.3,3520.72,113166.0,181065.6,203698.8,217278.72,226332.0
5032,ecs.sn1ne.6xlarge,optimized,vpc,windows,cn-hongkong,14.76,8846.97,2607.52,83813.4,134101.44,150864.12,160921.73,167626.8
5033,ecs.sn2ne.6xlarge,optimized,vpc,linux,cn-beijing,11.324,3260.4,960.96,30888.0,49420.8,55598.4,59304.96,61776.0
5034,ecs.n2.medium,optimized,classic,linux,cn-shanghai,1.02,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
5035,ecs.gn5-c4g1.2xlarge,optimized,vpc,linux,ap-southeast-2,23.8,10859.45,3200.68,102879.0,164606.4,185182.2,197527.68,205758.0
5036,ecs.i1.4xlarge,optimized,vpc,linux,cn-hongkong,7.14,3258.5,960.39,30870.0,49392.0,55566.0,59270.4,61740.0
5037,ecs.t5-c1m2.2xlarge,optimized,vpc,windows,cn-huhehaote,1.386,399.0,117.6,3780.0,6048.0,6804.0,7257.6,7560.0
5038,ecs.mn4.2xlarge,optimized,classic,windows,cn-hongkong,5.003,2575.0,720.99,26265.0,43260.0,46350.0,61800.0,77250.0
5039,ecs.sn1ne.6xlarge,optimized,vpc,linux,ap-south-1,6.883,3416.2,1006.88,32364.0,51782.4,58255.2,62138.88,64728.0
5040,ecs.se1.large,optimized,classic,linux,cn-shanghai,1.53,366.0,102.48,3733.2,6148.8,6588.0,8784.0,10980.0
5041,ecs.mn4.4xlarge,optimized,vpc,windows,ap-southeast-1,11.972,6706.0,1877.67,68401.2,112660.8,120708.0,160944.0,201180.0
5042,ecs.sn1.xlarge,optimized,classic,windows,cn-shenzhen,3.6,1036.0,290.08,10567.2,17404.8,18648.0,24864.0,31080.0
5043,ecs.t5-lc1m2.large,optimized,vpc,linux,ap-southeast-3,0.247,114.0,33.6,1080.0,1728.0,1944.0,2073.6,2160.0
5044,ecs.i1.6xlarge,optimized,vpc,windows,us-west-1,18.48,10567.8,3114.72,100116.0,160185.6,180208.8,192222.72,200232.0
5045,ecs.n1.3xlarge,optimized,vpc,linux,us-west-1,5.279,2720.0,761.6,27744.0,45696.0,48960.0,65280.0,81600.0
5046,ecs.sn2ne.6xlarge,optimized,vpc,windows,ap-northeast-1,19.224,10763.88,3013.89,109791.58,219583.15,329374.73,439166.3,548957.88
5047,ecs.se1ne.xlarge,optimized,vpc,windows,ap-southeast-3,3.239,1813.55,534.52,17181.0,27489.6,30925.8,32987.52,34362.0
5048,ecs.gn5i-c2g1.large,optimized,vpc,linux,cn-beijing,8.246,2375.0,700.0,22500.0,36000.0,40500.0,43200.0,45000.0
5049,ecs.n4.small,optimized,vpc,linux,us-west-1,0.213,113.15,31.68,1154.13,1900.92,2036.7,2715.6,3394.5
5050,ecs.s2.large,optimized,classic,windows,us-west-1,0.715,368.0,103.04,3753.6,6182.4,6624.0,8832.0,11040.0
5051,ecs.s2.large,optimized,classic,linux,cn-qingdao,0.65,186.0,52.08,1897.2,3124.8,3348.0,4464.0,5580.0
5052,ecs.e3.small,optimized,vpc,linux,me-east-1,0.636,339.0,94.92,3457.8,6915.6,10373.4,13831.2,17289.0
5053,ecs.n4.small,optimized,vpc,linux,us-east-1,0.161,85.39,23.9,870.98,1434.55,1537.02,2049.36,2561.7
5054,ecs.sn2.3xlarge,optimized,vpc,linux,cn-hangzhou,9.158,2288.0,640.64,23337.6,38438.4,41184.0,54912.0,68640.0
5055,ecs.hfc5.large,optimized,vpc,windows,cn-beijing,0.922,265.05,78.12,2511.0,4017.6,4519.8,4821.12,5022.0
5056,ecs.n2.3xlarge,optimized,classic,linux,cn-hongkong,5.61,2889.27,808.99,29470.55,48539.74,52006.86,69342.48,86678.1
5057,ecs.i1.3xlarge,optimized,vpc,linux,cn-beijing,6.422,1849.65,545.16,17523.0,28036.8,31541.4,33644.16,35046.0
5058,ecs.d1-c8d3.8xlarge,optimized,vpc,linux,cn-shanghai,23.218,6687.05,1970.92,63351.0,101361.6,114031.8,121633.92,126702.0
5059,ecs.g5.large,optimized,vpc,windows,us-east-1,1.299,722.37,212.9,6843.51,10949.62,12318.32,13139.54,13687.02
5060,ecs.t5-c1m4.xlarge,optimized,vpc,linux,ap-southeast-3,0.978,401.85,118.44,3807.0,6091.2,6852.6,7309.44,7614.0
5061,ecs.sn1.large,optimized,classic,windows,cn-qingdao,1.8,518.0,145.04,5283.6,8702.4,9324.0,12432.0,15540.0
5062,ecs.re4.40xlarge,optimized,vpc,linux,cn-shanghai,130.625,39600.0,11088.0,403920.0,665280.0,712800.0,950400.0,1188000.0
5063,ecs.sn1.large,optimized,vpc,linux,cn-hongkong,1.323,682.91,191.2,6965.68,11472.89,12292.38,16389.84,20487.3
5064,ecs.i1.3xlarge,optimized,vpc,linux,cn-shenzhen,6.422,1849.65,545.16,17523.0,28036.8,31541.4,33644.16,35046.0
5065,ecs.m1.medium,optimized,classic,windows,us-west-1,2.096,1080.0,302.4,11016.0,18144.0,19440.0,25920.0,32400.0
5066,ecs.t5-lc1m2.small,optimized,vpc,windows,us-west-1,0.18,96.9,28.56,918.0,1468.8,1652.4,1762.56,1836.0
5067,ecs.cm4.2xlarge,optimized,vpc,windows,cn-shenzhen,6.65,1303.4,384.16,12348.0,19756.8,22226.4,23708.16,24696.0
5068,ecs.se1.14xlarge,optimized,vpc,linux,eu-central-1,32.55,10248.0,2869.45,104529.6,172166.4,184464.0,245952.0,307440.0
5069,ecs.sn2ne.8xlarge,optimized,vpc,linux,ap-southeast-1,14.483,6242.79,1839.97,59142.24,94627.58,106456.03,113553.1,118284.48
5070,ecs.e3.small,optimized,classic,windows,cn-hangzhou,0.86,249.0,69.72,2539.8,4183.2,4482.0,5976.0,7470.0
5071,ecs.m1.xlarge,optimized,classic,linux,cn-beijing,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
5072,ecs.i1-c10d1.8xlarge,optimized,vpc,windows,cn-beijing,23.883,5370.77,1582.96,50880.96,81409.54,91585.73,97691.44,101761.92
5073,ecs.hfg5.xlarge,optimized,vpc,linux,ap-southeast-1,1.637,774.54,228.28,7337.79,11740.46,13208.02,14088.56,14675.58
5074,ecs.c5.16xlarge,optimized,vpc,windows,cn-hangzhou,23.645,6809.6,2007.04,64512.0,103219.2,116121.6,123863.04,129024.0
5075,ecs.ga1.2xlarge,optimized,vpc,windows,cn-shanghai,4.18,1202.7,354.48,11394.0,18230.4,20509.2,21876.48,22788.0
5076,ecs.sn2ne.8xlarge,optimized,vpc,linux,ap-southeast-2,14.483,6748.93,1989.16,63937.26,102299.62,115087.07,122759.54,127874.52
5077,ecs.n2.small,optimized,vpc,linux,me-east-1,0.474,251.0,70.28,2560.2,5120.4,7680.6,10240.8,12801.0
5078,ecs.i1.2xlarge,optimized,vpc,windows,cn-hangzhou,5.595,1233.1,363.44,11682.0,18691.2,21027.6,22429.44,23364.0
5079,ecs.mn4.8xlarge,optimized,classic,linux,cn-hangzhou,17.22,4960.0,1388.8,50592.0,83328.0,89280.0,119040.0,148800.0
5080,ecs.n2.7xlarge,optimized,vpc,windows,cn-beijing,15.504,4704.0,1317.12,47980.8,79027.2,84672.0,112896.0,141120.0
5081,ecs.r5.8xlarge,optimized,vpc,linux,cn-hangzhou,17.205,4955.2,1460.48,46944.0,75110.4,84499.2,90132.48,93888.0
5082,ecs.ga1.14xlarge,optimized,vpc,linux,cn-beijing,33.402,9618.75,2835.0,91125.0,145800.0,164025.0,174960.0,182250.0
5083,ecs.i1-c5d1.4xlarge,optimized,vpc,linux,eu-central-1,9.07,4138.2,1219.69,39204.0,62726.4,70567.2,75271.68,78408.0
5084,ecs.n4.8xlarge,optimized,vpc,linux,cn-hongkong,9.425,4855.76,1359.6,49528.75,81576.77,87403.68,116538.24,145672.8
5085,ecs.r5.4xlarge,optimized,vpc,windows,cn-huhehaote,7.761,2234.4,658.56,21168.0,33868.8,38102.4,40642.56,42336.0
5086,ecs.t5-lc2m1.nano,optimized,vpc,linux,cn-qingdao,0.06,17.1,5.04,162.0,259.2,291.6,311.04,324.0
5087,ecs.hfg5.14xlarge,optimized,vpc,windows,ap-southeast-5,39.023,23435.71,6907.36,222022.53,355236.05,399640.55,426283.26,444045.06
5088,ecs.i1.xlarge,optimized,classic,linux,cn-shanghai,2.94,649.0,181.72,6619.8,10903.2,11682.0,15576.0,19470.0
5089,ecs.mn4.2xlarge,optimized,vpc,windows,cn-shanghai,4.086,1240.0,347.2,12648.0,20832.0,22320.0,29760.0,37200.0
5090,ecs.c1.large,optimized,classic,linux,cn-shanghai,2.75,792.0,221.76,8078.4,13305.6,14256.0,19008.0,23760.0
5091,ecs.n1.large,optimized,vpc,linux,cn-hongkong,1.056,544.0,152.31,5548.8,9139.2,9792.0,13056.0,16320.0
5092,ecs.sn1.7xlarge,optimized,vpc,linux,ap-southeast-1,10.942,5446.0,1524.87,55549.2,91492.8,98028.0,130704.0,163380.0
5093,ecs.mn4.large,optimized,vpc,windows,ap-southeast-1,1.497,840.0,235.19,8568.0,14112.0,15120.0,20160.0,25200.0
5094,ecs.sn1ne.large,optimized,vpc,linux,cn-hangzhou,0.855,246.05,72.52,2331.0,3729.6,4195.8,4475.52,4662.0
5095,ecs.e4.small,optimized,vpc,windows,ap-south-1,0.466,262.0,73.36,2672.4,4401.6,4716.0,6288.0,7860.0
5096,ecs.hfc5.large,optimized,vpc,linux,cn-beijing,0.922,265.05,78.12,2511.0,4017.6,4519.8,4821.12,5022.0
5097,ecs.i1.6xlarge,optimized,vpc,windows,cn-hangzhou,12.845,3699.3,1090.32,35046.0,56073.6,63082.8,67288.32,70092.0
5098,ecs.d1.8xlarge,optimized,vpc,windows,us-east-1,22.88,13050.15,3846.35,123633.0,197812.8,222539.4,237375.36,247266.0
5099,ecs.hfg5.14xlarge,optimized,vpc,windows,cn-shenzhen,29.051,8367.6,2466.24,79272.0,126835.2,142689.6,152202.24,158544.0
5100,ecs.i1.2xlarge,optimized,vpc,linux,cn-zhangjiakou,3.857,1109.79,327.1,10513.8,16822.08,18924.84,20186.5,21027.6
5101,ecs.i1.4xlarge,optimized,vpc,linux,us-west-1,6.9,3149.25,928.2,29835.0,47736.0,53703.0,57283.2,59670.0
5102,ecs.i1-c10d1.8xlarge,optimized,vpc,windows,cn-hongkong,24.97,14237.65,4196.35,134883.0,215812.8,242789.4,258975.36,269766.0
5103,ecs.i1.2xlarge,optimized,vpc,linux,ap-southeast-1,3.76,1714.75,505.39,16245.0,25992.0,29241.0,31190.4,32490.0
5104,ecs.c5.6xlarge,optimized,vpc,linux,cn-shanghai,8.864,2553.6,752.64,24192.0,38707.2,43545.6,46448.64,48384.0
5105,ecs.i1-c10d1.8xlarge,optimized,vpc,linux,cn-shanghai,23.883,5370.77,1582.96,50880.96,81409.54,91585.73,97691.44,101761.92
5106,ecs.c5.large,optimized,vpc,windows,cn-qingdao,0.742,212.8,62.72,2016.0,3225.6,3628.8,3870.72,4032.0
5107,ecs.sn2ne.3xlarge,optimized,vpc,windows,ap-southeast-5,8.96,5112.84,1506.93,48437.46,77499.94,87187.43,92999.92,96874.92
5108,ecs.g5.large,optimized,vpc,windows,cn-huhehaote,0.759,218.5,64.4,2070.0,3312.0,3726.0,3974.4,4140.0
5109,ecs.c5.2xlarge,optimized,vpc,windows,cn-shenzhen,2.954,851.2,250.88,8064.0,12902.4,14515.2,15482.88,16128.0
5110,ecs.sn2.7xlarge,optimized,vpc,windows,cn-shenzhen,18.316,4576.0,1281.28,46675.2,76876.8,82368.0,109824.0,137280.0
5111,ecs.f2-c8f1.2xlarge,optimized,vpc,windows,cn-hangzhou,9.634,2774.0,817.6,26280.0,42048.0,47304.0,50457.6,52560.0
5112,ecs.re4.20xlarge,optimized,vpc,windows,cn-shanghai,65.312,19800.0,5544.0,201960.0,332640.0,356400.0,475200.0,594000.0
5113,ecs.gn5-c8g1.4xlarge,optimized,vpc,windows,cn-shenzhen,34.409,9908.5,2920.4,93870.0,150192.0,168966.0,180230.4,187740.0
5114,ecs.gn5i-c16g1.8xlarge,optimized,vpc,linux,cn-hangzhou,29.687,8550.0,2520.0,81000.0,129600.0,145800.0,155520.0,162000.0
5115,ecs.cm4.3xlarge,optimized,vpc,linux,eu-central-1,5.85,2819.82,831.11,26714.07,42742.51,48085.33,51291.01,53428.14
5116,ecs.se1.2xlarge,optimized,vpc,linux,ap-southeast-2,4.4,2029.78,568.34,20703.76,34100.3,36536.04,48714.72,60893.4
5117,ecs.d1.14xlarge,optimized,vpc,windows,cn-beijing,42.323,12189.45,3592.68,115479.0,184766.4,207862.2,221719.68,230958.0
5118,ecs.c4.4xlarge,optimized,vpc,linux,eu-central-1,6.13,3044.01,897.19,28837.98,46140.77,51908.36,55368.92,57675.96
